anime_name,character_name,gender,affiliation,role,devil_fruit,haki,fighting_style,major_arcs,school,position,school_year,special_roles,trait,question,category,difficulty,source_note
One Piece,Gecko Moria,Male,Thriller Bark Pirates,pirate captain and former warlord,Kage Kage no Mi,,shadow manipulation,Thriller Bark;Marineford,,,,,fighting style shadow manipulation,Does your character use shadow manipulation?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gecko Moria,Male,Thriller Bark Pirates,pirate captain and former warlord,Kage Kage no Mi,,shadow manipulation,Thriller Bark;Marineford,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gecko Moria,Male,Thriller Bark Pirates,pirate captain and former warlord,Kage Kage no Mi,,shadow manipulation,Thriller Bark;Marineford,,,,,role pirate captain and former warlord,Is your character a pirate captain and former warlord?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gecko Moria,Male,Thriller Bark Pirates,pirate captain and former warlord,Kage Kage no Mi,,shadow manipulation,Thriller Bark;Marineford,,,,,signature gecko moria,Is your character the former warlord who commands Thriller Bark and manipulates shadows?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,affiliation blue sea spa,Is your character affiliated with Blue Sea spa?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,affiliation enel priests,Is your character affiliated with Enel Priests?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,arc skypiea,Is your character shown during the Skypiea arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,fighting style swamp clouds and dials,Does your character use swamp clouds and dials?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,observation haki,Does your character use Observation Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,uses haki,Does your character use Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,role former priest and spa owner,Is your character a former priest and spa owner?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,signature gedatsu,Is your character the former Skypiean priest who later helps build a hot-spring resort in the Blue Sea?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gedatsu,Male,Enel Priests / Blue Sea spa,former priest and spa owner,,Observation Haki,swamp clouds and dials,Skypiea,,,,,species skypiean,Is your character a Skypiean?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Genzo,Male,Cocoyasi Village,sheriff,,,weapons and policing,East Blue,,,,,affiliation cocoyasi village,Is your character affiliated with Cocoyasi Village?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Genzo,Male,Cocoyasi Village,sheriff,,,weapons and policing,East Blue,,,,,saga east blue,Is your character shown during the East Blue saga?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Genzo,Male,Cocoyasi Village,sheriff,,,weapons and policing,East Blue,,,,,fighting style weapons and policing,Does your character use weapons and policing?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Genzo,Male,Cocoyasi Village,sheriff,,,weapons and policing,East Blue,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Genzo,Male,Cocoyasi Village,sheriff,,,weapons and policing,East Blue,,,,,role sheriff,Is your character a sheriff?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Genzo,Male,Cocoyasi Village,sheriff,,,weapons and policing,East Blue,,,,,signature genzo,Is your character the Cocoyasi Village sheriff who wears a pinwheel on his hat?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gin,Male,Krieg Pirates,combat commander,,,tonfa,Baratie,,,,,affiliation krieg pirates,Is your character affiliated with Krieg Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gin,Male,Krieg Pirates,combat commander,,,tonfa,Baratie,,,,,arc baratie,Is your character shown during the Baratie arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gin,Male,Krieg Pirates,combat commander,,,tonfa,Baratie,,,,,fighting style tonfa,Does your character use tonfa?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gin,Male,Krieg Pirates,combat commander,,,tonfa,Baratie,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gin,Male,Krieg Pirates,combat commander,,,tonfa,Baratie,,,,,role combat commander,Is your character a combat commander?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gin,Male,Krieg Pirates,combat commander,,,tonfa,Baratie,,,,,signature gin,Is your character the Krieg Pirates combat commander who fights with two metal tonfa?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,affiliation roger pirates,Is your character affiliated with Roger Pirates?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,fighting style sword + haki,Does your character combine a sword with Haki?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,gender male,Is your character male?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,all three haki types,Does your character use all three types of Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,armament haki,Does your character use Armament Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,conquerors haki,Does your character use Conqueror's Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,observation haki,Does your character use Observation Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,uses haki,Does your character use Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,role pirate king,Is your character a pirate king?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Gol D. Roger,Male,Roger Pirates,Pirate King,None,All 3,Sword + Haki,"Flashbacks, Laugh Tale",,,,,signature gol d roger,Is your character the Pirate King and former captain of the Roger Pirates?,signature clue,medium,User-provided One Piece table dated 2025-11-02
One Piece,Gonbe,Female,Sea Train,pet,,,,Water 7;Enies Lobby,,,,,affiliation sea train,Is your character affiliated with Sea Train?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gonbe,Female,Sea Train,pet,,,,Water 7;Enies Lobby,,,,,arc enies lobby,Is your character shown during the Enies Lobby arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gonbe,Female,Sea Train,pet,,,,Water 7;Enies Lobby,,,,,arc water 7,Is your character shown during the Water 7 arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gonbe,Female,Sea Train,pet,,,,Water 7;Enies Lobby,,,,,gender female,Is your character female?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gonbe,Female,Sea Train,pet,,,,Water 7;Enies Lobby,,,,,role pet,Is your character a pet?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gonbe,Female,Sea Train,pet,,,,Water 7;Enies Lobby,,,,,signature gonbe,Is your character a rabbit that its young owner calls a cat?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Gonbe,Female,Sea Train,pet,,,,Water 7;Enies Lobby,,,,,species rabbit,Is your character a rabbit?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hannyabal,Male,Impel Down,chief warden,,,naginata,Impel Down,,,,,affiliation impel down,Is your character affiliated with Impel Down?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hannyabal,Male,Impel Down,chief warden,,,naginata,Impel Down,,,,,arc impel down,Is your character shown during the Impel Down arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hannyabal,Male,Impel Down,chief warden,,,naginata,Impel Down,,,,,fighting style naginata,Does your character use naginata?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hannyabal,Male,Impel Down,chief warden,,,naginata,Impel Down,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hannyabal,Male,Impel Down,chief warden,,,naginata,Impel Down,,,,,role chief warden,Is your character a chief warden?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hannyabal,Male,Impel Down,chief warden,,,naginata,Impel Down,,,,,signature hannyabal,Is your character the current chief warden of Impel Down who fights with a double-bladed naginata?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,affiliation arlong pirates,Is your character affiliated with Arlong Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,affiliation takoyaki 8,Is your character affiliated with Takoyaki 8?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,arc sabaody archipelago,Is your character shown during the Sabaody Archipelago arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,saga east blue,Is your character shown during the East Blue saga?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,fighting style six-sword style,Does your character use six-sword style?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,role former pirate and takoyaki cook,Is your character a former pirate and takoyaki cook?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,signature hatchan,Is your character an octopus fish-man who uses six swords and later runs a takoyaki shop?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hatchan,Male,Arlong Pirates / Takoyaki 8,former pirate and takoyaki cook,,,six-sword style,East Blue;Sabaody,,,,,species octopus fish-man,Is your character a octopus fish-man?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,affiliation marines,Is your character affiliated with Marines?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,affiliation sword,Is your character affiliated with SWORD?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,arc egghead,Is your character shown during the Egghead arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,saga east blue,Is your character shown during the East Blue saga?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,fighting style dual kukri swords,Does your character use dual kukri swords?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,role marine officer,Is your character a marine officer?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Helmeppo,Male,Marines / SWORD,marine officer,,,dual kukri swords,East Blue;Egghead,,,,,signature helmeppo,Is your character a blond Marine officer in SWORD who fights with two kukri-style swords?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hody Jones,Male,New Fish-Man Pirates,pirate captain,,,fish-man karate and energy steroids,Fish-Man Island,,,,,affiliation new fish-man pirates,Is your character affiliated with New Fish-Man Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hody Jones,Male,New Fish-Man Pirates,pirate captain,,,fish-man karate and energy steroids,Fish-Man Island,,,,,arc fish-man island,Is your character shown during the Fish-Man Island arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hody Jones,Male,New Fish-Man Pirates,pirate captain,,,fish-man karate and energy steroids,Fish-Man Island,,,,,fighting style fish-man karate and energy steroids,Does your character use fish-man karate and energy steroids?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hody Jones,Male,New Fish-Man Pirates,pirate captain,,,fish-man karate and energy steroids,Fish-Man Island,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hody Jones,Male,New Fish-Man Pirates,pirate captain,,,fish-man karate and energy steroids,Fish-Man Island,,,,,role pirate captain,Is your character a pirate captain?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hody Jones,Male,New Fish-Man Pirates,pirate captain,,,fish-man karate and energy steroids,Fish-Man Island,,,,,signature hody jones,Is your character the great-white-shark fish-man captain who used Energy Steroids?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hody Jones,Male,New Fish-Man Pirates,pirate captain,,,fish-man karate and energy steroids,Fish-Man Island,,,,,species great white shark fish-man,Is your character a great white shark fish-man?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hogback,Male,Thriller Bark Pirates,surgeon,,,surgery and zombie creation,Thriller Bark,,,,,affiliation thriller bark pirates,Is your character affiliated with Thriller Bark Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hogback,Male,Thriller Bark Pirates,surgeon,,,surgery and zombie creation,Thriller Bark,,,,,arc thriller bark,Is your character shown during the Thriller Bark arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hogback,Male,Thriller Bark Pirates,surgeon,,,surgery and zombie creation,Thriller Bark,,,,,fighting style surgery and zombie creation,Does your character use surgery and zombie creation?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hogback,Male,Thriller Bark Pirates,surgeon,,,surgery and zombie creation,Thriller Bark,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hogback,Male,Thriller Bark Pirates,surgeon,,,surgery and zombie creation,Thriller Bark,,,,,role surgeon,Is your character a surgeon?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Hogback,Male,Thriller Bark Pirates,surgeon,,,surgery and zombie creation,Thriller Bark,,,,,signature hogback,Is your character the surgeon who created bodies for the zombies of Thriller Bark?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Iceburg,Male,Water 7 / Galley-La Company,mayor and company president,,,shipbuilding,Water 7,,,,,affiliation galley-la company,Is your character affiliated with Galley-La Company?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Iceburg,Male,Water 7 / Galley-La Company,mayor and company president,,,shipbuilding,Water 7,,,,,affiliation water 7,Is your character affiliated with Water 7?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Iceburg,Male,Water 7 / Galley-La Company,mayor and company president,,,shipbuilding,Water 7,,,,,arc water 7,Is your character shown during the Water 7 arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Iceburg,Male,Water 7 / Galley-La Company,mayor and company president,,,shipbuilding,Water 7,,,,,fighting style shipbuilding,Does your character use shipbuilding?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Iceburg,Male,Water 7 / Galley-La Company,mayor and company president,,,shipbuilding,Water 7,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Iceburg,Male,Water 7 / Galley-La Company,mayor and company president,,,shipbuilding,Water 7,,,,,role mayor and company president,Is your character a mayor and company president?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Iceburg,Male,Water 7 / Galley-La Company,mayor and company president,,,shipbuilding,Water 7,,,,,signature iceburg,Is your character the mayor of Water 7 and president of the Galley-La Company?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Igaram,Male,Arabasta Kingdom,royal guard captain,,,saxophone guns,Alabasta,,,,,affiliation arabasta kingdom,Is your character affiliated with Arabasta Kingdom?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Igaram,Male,Arabasta Kingdom,royal guard captain,,,saxophone guns,Alabasta,,,,,arc alabasta,Is your character shown during the Alabasta arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Igaram,Male,Arabasta Kingdom,royal guard captain,,,saxophone guns,Alabasta,,,,,fighting style saxophone guns,Does your character use saxophone guns?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Igaram,Male,Arabasta Kingdom,royal guard captain,,,saxophone guns,Alabasta,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Igaram,Male,Arabasta Kingdom,royal guard captain,,,saxophone guns,Alabasta,,,,,role royal guard captain,Is your character a royal guard captain?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Igaram,Male,Arabasta Kingdom,royal guard captain,,,saxophone guns,Alabasta,,,,,signature igaram,Is your character the Arabasta guard captain who hides guns in a saxophone-like hairstyle?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,affiliation world government,Is your character affiliated with World Government?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,arc levely,Is your character shown during the Levely (Reverie) arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,unknown devil fruit,Is your character's Devil Fruit listed as unknown?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,fighting style unknown,Is your character's fighting style listed as unknown?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,gender unknown,Is your character's gender listed as unknown?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,unknown haki,Is your character's Haki listed as unknown?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,role world leader,Is your character a world leader?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Imu,Unknown,World Government,World Leader,Unknown,Unknown,Unknown,"Reverie, Mary Geoise",,,,,signature imu,"Is your character the World Government leader whose Devil Fruit, Haki, and fighting style are all listed as unknown?",signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,affiliation minks,Is your character affiliated with Minks?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,arc zou,Is your character shown during the Zou arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,fighting style sword combat + sulong,Does your character combine sword combat with a Sulong form?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,gender male,Is your character male?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,armament haki,Does your character use Armament Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,observation haki,Does your character use Observation Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,uses haki,Does your character use Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,role leader,Is your character a leader?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,signature inuarashi,Is your character a mink leader who uses a sword and a Sulong form?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Inuarashi,Male,Minks,Leader,None,"Armament, Observation",Sword combat + Sulong,"Zou, Wano",,,,,species mink,Is your character a mink?,species,easy,User-provided One Piece table dated 2025-11-02
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,affiliation marines,Is your character affiliated with Marines?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,arc dressrosa,Is your character shown during the Dressrosa arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,arc levely,Is your character shown during the Levely (Reverie) arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,devil fruit zushi zushi no mi,Does your character use Zushi Zushi no Mi?,devil fruit,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,fighting style swordsmanship and gravity,Does your character use swordsmanship and gravity?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Issho (Fujitora),Male,Marines,admiral,Zushi Zushi no Mi,Armament Haki;Observation Haki,swordsmanship and gravity,Dressrosa;Reverie,,,,,armament haki,Does your character use Armament Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
